Curso,Unidade de execução,Turno,Turma,Inscritos no turno (no 1º semestre é baseado em estimativas),Turnos com capacidade superior à capacidade das características das salas,Turno com inscrições superiores à capacidade das salas,Dia da Semana,Início,Fim,Dia,Características da sala pedida para a aula,Sala da aula,Lotação,Características reais da sala
LFC,Direito das Sociedades Comerciais,L5029PL04,FCB2,35,0,0,,9:30:00,11:00:00,,,,,
LFC,Direito das Sociedades Comerciais,L5029PL04,FCB2,35,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,9:30:00,11:00:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,8:00:00,9:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP03,GC2,41,0,0,,11:00:00,12:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
"LE, LGIL",Introdução à Gestão,L0520-3PL02,GILA2,31,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,8:00:00,9:30:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
LGM,Comunicação Integrada em Marketing,L5189TP01,GMKC1,36,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,9:30:00,11:00:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MGST,Estratégia e Desenvolvimento Empresarial,M8505-1TP01,MGSTA1,23,0,0,,8:00:00,9:30:00,,,,,
MEECult,Dissertação em Empreendedorismo e Estudos da Cultura,02411S01,"MEEC-GC-B1, MEEC-EIC-B1",25,0,0,,18:00:00,20:00:00,,,,,
MEECult,Dissertação em Empreendedorismo e Estudos da Cultura,02411S01,"MEEC-GC-B1, MEEC-EIC-B1",25,0,0,,18:00:00,20:00:00,,,,,
MEECult,Dissertação em Empreendedorismo e Estudos da Cultura,02411S01,"MEEC-GC-B1, MEEC-EIC-B1",25,0,0,,18:00:00,20:00:00,,,,,
MEECult,Dissertação em Empreendedorismo e Estudos da Cultura,02411S01,"MEEC-GC-B1, MEEC-EIC-B1",25,0,0,,18:00:00,20:00:00,,,,,
MEECult,Dissertação em Empreendedorismo e Estudos da Cultura,02411S01,"MEEC-GC-B1, MEEC-EIC-B1",25,0,0,,18:00:00,20:00:00,,,,,
MEECult,Dissertação em Empreendedorismo e Estudos da Cultura,02411S01,"MEEC-GC-B1, MEEC-EIC-B1",25,0,0,,18:00:00,20:00:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
LG,Investigação Operacional,IOTP07,GC1,41,0,0,,11:00:00,12:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LG, LGM",Matemática,L5027-1PL04,GA7,36,0,0,,13:00:00,14:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,8:00:00,9:30:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
"LFC, LGIL",Gestão da Energia,L5049-1TP01,"FCC2, FCC1, GILC1",15,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,11:00:00,12:30:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LFC,Estatística I,L0119TP01,FCB2,45,0,0,,9:30:00,11:00:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LG,Introdução à Gestão,L0520-2PL04,GA6,36,0,0,,13:00:00,14:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,11:00:00,12:30:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,9:30:00,11:00:00,,,,,
LS,Teorias Sociológicas Clássicas,L5411-1TP02,"SA3, SA2",91,0,0,,9:30:00,11:00:00,,,,,
